EVENT_ID  ISSUE_ID  TYPE        CREATION_DATE           ACTOR            TITLE

​ 4020135916 45037 | renamed | 2020-11-20T10:07:11Z | wanghao0225 | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
​ 4007280365 44955 | labeled | 2020-11-17T19:59:56Z | tensorflow-butler[bot] | TFLu - refactor apollo3 magic wand
​ 4007280149 44954 | labeled | 2020-11-17T19:59:52Z | google-cla[bot] | TFLu - refactor apollo3 person detection
​ 4007279785 44954 | labeled | 2020-11-17T19:59:47Z | tensorflow-butler[bot] | TFLu - refactor apollo3 person detection
​ 4007258099 44059 | subscribed | 2020-11-17T19:54:01Z | mdanatg | NotImplementedError: Cannot convert a symbolic Tensor (args_0:0) to a numpy array.
​ 4007258096 44059 | mentioned | 2020-11-17T19:54:01Z | mdanatg | NotImplementedError: Cannot convert a symbolic Tensor (args_0:0) to a numpy array.
​ 4007240384 44924 | unlabeled | 2020-11-17T19:49:11Z | kokoro-team | ESP32 build: Fix function prototype warning
​ 4007237309 44924 | labeled | 2020-11-17T19:48:21Z | advaitjain | ESP32 build: Fix function prototype warning
​ 4007194699 41827 | subscribed | 2020-11-17T19:37:05Z | zongweiz | TF 2.3 training slowed down by 15% compared to 2.2
​ 4007194695 41827 | mentioned | 2020-11-17T19:37:05Z | zongweiz | TF 2.3 training slowed down by 15% compared to 2.2
​ 4007173009 41827 | subscribed | 2020-11-17T19:31:28Z | lgeiger | TF 2.3 training slowed down by 15% compared to 2.2
​ 4007173005 41827 | mentioned | 2020-11-17T19:31:28Z | lgeiger | TF 2.3 training slowed down by 15% compared to 2.2
​ 4007173003 41827 | subscribed | 2020-11-17T19:31:28Z | rohan100jain | TF 2.3 training slowed down by 15% compared to 2.2
​ 4007172994 41827 | mentioned | 2020-11-17T19:31:28Z | rohan100jain | TF 2.3 training slowed down by 15% compared to 2.2
​ 4007162602 44953 | assigned | 2020-11-17T19:29:03Z | Saduf2019 | How does classifier predict a class?
​ 4007162460 44953 | labeled | 2020-11-17T19:29:01Z | tu1258 | How does classifier predict a class?
​ 4007154502 44913 | subscribed | 2020-11-17T19:26:52Z | bhack | Issue in Bazel build for CUDA 11.1
​ 4007154498 44913 | mentioned | 2020-11-17T19:26:52Z | bhack | Issue in Bazel build for CUDA 11.1
 4007129882 41827 | subscribed | 2020-11-17T19:21:02Z | zongweiz | TF 2.3 training slowed down by 15% compared to 2.2
 4007129876 41827 | mentioned | 2020-11-17T19:21:02Z | zongweiz | TF 2.3 training slowed down by 15% compared to 2.2
 4007129866 41827 | subscribed | 2020-11-17T19:21:02Z | rohan100jain | TF 2.3 training slowed down by 15% compared to 2.2
 4007129862 41827 | mentioned | 2020-11-17T19:21:02Z | rohan100jain | TF 2.3 training slowed down by 15% compared to 2.2
 4007129853 41827 | subscribed | 2020-11-17T19:21:02Z | jaingaurav | TF 2.3 training slowed down by 15% compared to 2.2
 4007129848 41827 | mentioned | 2020-11-17T19:21:02Z | jaingaurav | TF 2.3 training slowed down by 15% compared to 2.2
 4007119749 44913 | subscribed | 2020-11-17T19:18:22Z | amahendrakar | Issue in Bazel build for CUDA 11.1
 4007119745 44913 | mentioned | 2020-11-17T19:18:22Z | amahendrakar | Issue in Bazel build for CUDA 11.1
 4007119736 44913 | subscribed | 2020-11-17T19:18:22Z | bhack | Issue in Bazel build for CUDA 11.1
 4007119734 44913 | mentioned | 2020-11-17T19:18:22Z | bhack | Issue in Bazel build for CUDA 11.1
 4007094136 44883 | labeled | 2020-11-17T19:12:13Z | ymodak | Can you please provide Nvidia Driver version for all tensorflow version? Is tensorflow 1.15.0 compatible with 410 Driver version?
 4007085905 44883 | unlabeled | 2020-11-17T19:10:11Z | ymodak | Can you please provide Nvidia Driver version for all tensorflow version? Is tensorflow 1.15.0 compatible with 410 Driver version?
 4007067551 44924 | unlabeled | 2020-11-17T19:05:28Z | kokoro-team | ESP32 build: Fix function prototype warning
 4007065801 44807 | subscribed | 2020-11-17T19:05:00Z | gbaned | [curl_http_request] fix wrong option for starttransfer_time_status
 4007065791 44807 | mentioned | 2020-11-17T19:04:59Z | gbaned | [curl_http_request] fix wrong option for starttransfer_time_status
 4007064697 44924 | moved_columns_in_project | 2020-11-17T19:04:43Z | advaitjain | ESP32 build: Fix function prototype warning
 4007064545 44924 | labeled | 2020-11-17T19:04:40Z | tensorflow-butler[bot] | ESP32 build: Fix function prototype warning
 4007064543 44924 | labeled | 2020-11-17T19:04:40Z | tensorflow-butler[bot] | ESP32 build: Fix function prototype warning
 4007064010 44924 | unlabeled | 2020-11-17T19:04:31Z | advaitjain | ESP32 build: Fix function prototype warning
 4007062878 44925 | unlabeled | 2020-11-17T19:04:14Z | kokoro-team | Requantize: Return when we have traced opt path
 4007059734 44925 | labeled | 2020-11-17T19:03:24Z | advaitjain | Requantize: Return when we have traced opt path
 4007053556 44807 | review_request_removed | 2020-11-17T19:01:48Z | saeta | [curl_http_request] fix wrong option for starttransfer_time_status
 4007052511 44916 | labeled | 2020-11-17T19:01:34Z | jvishnuvardhan | undefined reference in tensorflow-lite shared library generated by cmake
 4007052243 44916 | assigned | 2020-11-17T19:01:30Z | terryheo | undefined reference in tensorflow-lite shared library generated by cmake
 4007052235 44916 | unassigned | 2020-11-17T19:01:30Z | jvishnuvardhan | undefined reference in tensorflow-lite shared library generated by cmake
 4006980845 44807 | subscribed | 2020-11-17T18:42:56Z | saeta | [curl_http_request] fix wrong option for starttransfer_time_status
 4006980843 44807 | mentioned | 2020-11-17T18:42:56Z | saeta | [curl_http_request] fix wrong option for starttransfer_time_status
 4006976865 44623 | labeled | 2020-11-17T18:41:53Z | tensorflow-butler[bot] | TensorFlow 2.4 & roadmap
 4006970849 44951 | assigned | 2020-11-17T18:40:26Z | goldiegadde | Disable failing macos tests
 4006940687 44951 | review_dismissed | 2020-11-17T18:32:35Z | geetachavan1 | Disable failing macos tests
 4006922616 44903 | labeled | 2020-11-17T18:27:58Z | jvishnuvardhan | tflite: why using mali gpu will cause memory leak?
 4006922135 44903 | assigned | 2020-11-17T18:27:50Z | renjie-liu | tflite: why using mali gpu will cause memory leak?
 4006922124 44903 | unassigned | 2020-11-17T18:27:50Z | jvishnuvardhan | tflite: why using mali gpu will cause memory leak?
 4006919124 43623 | subscribed | 2020-11-17T18:27:08Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4006919121 43623 | mentioned | 2020-11-17T18:27:08Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4006919115 43623 | closed | 2020-11-17T18:27:08Z | cheshire | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4006894384 43623 | subscribed | 2020-11-17T18:21:00Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4006894379 43623 | mentioned | 2020-11-17T18:21:00Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4006890859 43211 | subscribed | 2020-11-17T18:20:10Z | amahendrakar | Converter Error : for converting saved-model to tflite 
 4006890852 43211 | mentioned | 2020-11-17T18:20:10Z | amahendrakar | Converter Error : for converting saved-model to tflite 
 4006881905 44926 | subscribed | 2020-11-17T18:17:57Z | vnvo2409 | bazel build TFLite C++ libtensorflowlite_gpu_delegate.so on OSX clang: error: unsupported option '--linkopt'
 4006881900 44926 | mentioned | 2020-11-17T18:17:57Z | vnvo2409 | bazel build TFLite C++ libtensorflowlite_gpu_delegate.so on OSX clang: error: unsupported option '--linkopt'
 4006866946 44952 | assigned | 2020-11-17T18:14:41Z | ravikyram | Issue with tf.math.conj function
​ 4008062259 44751 | subscribed | 2020-11-17T23:58:05Z | JinyiLu | TensorFlow support for Apple Silicon (M1 Chips)
​ 4008059467 44917 | subscribed | 2020-11-17T23:56:53Z | yhliang2018 | Slowdown training LSTM on TensorFlow 2.4+
​ 4008059464 44917 | mentioned | 2020-11-17T23:56:53Z | yhliang2018 | Slowdown training LSTM on TensorFlow 2.4+
​ 4008053983 44901 | unlabeled | 2020-11-17T23:54:42Z | kokoro-team | Rename exec_tools to tools
​ 4008051929 44901 | labeled | 2020-11-17T23:53:51Z | tensorflow-butler[bot] | Rename exec_tools to tools
​ 4008043944 44874 | subscribed | 2020-11-17T23:50:53Z | jvishnuvardhan | Tensorflow degrading performance throughout training
​ 4008043941 44874 | mentioned | 2020-11-17T23:50:53Z | jvishnuvardhan | Tensorflow degrading performance throughout training
​ 4008043933 44874 | closed | 2020-11-17T23:50:53Z | Poofy1 | Tensorflow degrading performance throughout training
​ 4008028372 44918 | labeled | 2020-11-17T23:44:57Z | jvishnuvardhan | Problems to convert a tensorflow model to TFLite
​ 4008028011 44918 | subscribed | 2020-11-17T23:44:50Z | edgarbc | Problems to convert a tensorflow model to TFLite
​ 4008028010 44918 | mentioned | 2020-11-17T23:44:50Z | edgarbc | Problems to convert a tensorflow model to TFLite
​ 4008020707 43599 | closed | 2020-11-17T23:41:54Z | tensorflow-butler[bot] | tensorflow returns error 132 on macbook pro 2009
​ 4007979869 44747 | moved_columns_in_project | 2020-11-17T23:24:56Z | sanjoy | [PluggableDevice]Add kernel and stream executor c api extension
​ 4007976103 44882 | subscribed | 2020-11-17T23:23:28Z | YANxu-666 | AttributeError: module 'tensorflow.lite.python.schema_py_generated' has no attribute 'Model'
​ 4007976099 44882 | mentioned | 2020-11-17T23:23:28Z | YANxu-666 | AttributeError: module 'tensorflow.lite.python.schema_py_generated' has no attribute 'Model'
​ 4007976091 44882 | closed | 2020-11-17T23:23:28Z | MeghnaNatraj | AttributeError: module 'tensorflow.lite.python.schema_py_generated' has no attribute 'Model'
​ 4007945032 43900 | head_ref_force_pushed | 2020-11-17T23:11:24Z | DEKHTIARJonathan | [TF-TRT] Cast now supports more conversions if TRT >= 7.0.0.11
​ 4007942048 44874 | assigned | 2020-11-17T23:10:16Z | jvishnuvardhan | Tensorflow degrading performance throughout training
​ 4007942043 44874 | unassigned | 2020-11-17T23:10:16Z | amahendrakar | Tensorflow degrading performance throughout training
​ 4007931955 44874 | subscribed | 2020-11-17T23:06:25Z | Poofy1 | Tensorflow degrading performance throughout training
​ 4007931953 44874 | mentioned | 2020-11-17T23:06:25Z | Poofy1 | Tensorflow degrading performance throughout training
​ 4007931943 44467 | referenced | 2020-11-17T23:06:25Z | wx-b | h5py==3.0.0 causes issues with keras model loads in tensorflow 2.1.0
​ 4007863624 44939 | labeled | 2020-11-17T22:42:03Z | rthadur | TFlu: Add unit test for multiple inputs
​ 4007863381 44939 | unlabeled | 2020-11-17T22:41:57Z | rthadur | TFlu: Add unit test for multiple inputs
​ 4007863224 44959 | assigned | 2020-11-17T22:41:53Z | amahendrakar | GeForce 3090 incompatibility with Nightly
​ 4007863209 44672 | labeled | 2020-11-17T22:41:53Z | tensorflow-butler[bot] | TensorFlow Hub BigGAN cannot be converted with TFLiteConverterV2
​ 4007863134 44959 | labeled | 2020-11-17T22:41:51Z | 3DTOPO | GeForce 3090 incompatibility with Nightly
​ 4007859617 44939 | labeled | 2020-11-17T22:40:45Z | rthadur | TFlu: Add unit test for multiple inputs
​ 4007859358 44939 | unlabeled | 2020-11-17T22:40:39Z | rthadur | TFlu: Add unit test for multiple inputs
​ 4007857232 44922 | moved_columns_in_project | 2020-11-17T22:39:55Z | goldiegadde | [CherryPick:2.4]Do not use fused batch norm in the 5D case.
​ 4007857177 44922 | closed | 2020-11-17T22:39:54Z | goldiegadde | [CherryPick:2.4]Do not use fused batch norm in the 5D case.
​ 4007857172 44922 | merged | 2020-11-17T22:39:54Z | goldiegadde | [CherryPick:2.4]Do not use fused batch norm in the 5D case.
​ 4007857167 44922 | referenced | 2020-11-17T22:39:54Z | goldiegadde | [CherryPick:2.4]Do not use fused batch norm in the 5D case.
​ 4007837516 35142 | subscribed | 2020-11-17T22:33:37Z | lbarosi | Building from source: ERROR: kernels:training_ops
​ 4007837512 35142 | mentioned | 2020-11-17T22:33:37Z | lbarosi | Building from source: ERROR: kernels:training_ops
​ 4007807108 44946 | subscribed | 2020-11-17T22:24:16Z | connect2robiul | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4007807102 44946 | mentioned | 2020-11-17T22:24:16Z | connect2robiul | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4007762580 42134 | subscribed | 2020-11-17T22:10:44Z | talumbau | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
​ 4007762576 42134 | mentioned | 2020-11-17T22:10:44Z | talumbau | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
​ 4007761106 44820 | subscribed | 2020-11-17T22:10:18Z | nikitamaia | Parallelization of tf.DistributedDataset Prefetch? 
​ 4007761101 44820 | mentioned | 2020-11-17T22:10:18Z | nikitamaia | Parallelization of tf.DistributedDataset Prefetch? 
​ 4007761094 44820 | closed | 2020-11-17T22:10:18Z | levimcclenny | Parallelization of tf.DistributedDataset Prefetch? 
​ 4007750100 37485 | labeled | 2020-11-17T22:06:59Z | geetachavan1 | AssertionError on using model.fit() in tf.distribute.MirroredStrategy
​ 4007742679 23534 | subscribed | 2020-11-17T22:04:35Z | GustavoMSevero | Tensorflow Lite Android - No Operation named [input] in the Graph
​ 4007742675 23534 | mentioned | 2020-11-17T22:04:35Z | GustavoMSevero | Tensorflow Lite Android - No Operation named [input] in the Graph
​ 4007733505 44915 | unlabeled | 2020-11-17T22:01:52Z | kokoro-team | Patch the downloaded flatbuffer code to make compatible with TFLM.
​ 4007730155 44915 | labeled | 2020-11-17T22:01:03Z | tensorflow-butler[bot] | Patch the downloaded flatbuffer code to make compatible with TFLM.
​ 4007730153 44915 | labeled | 2020-11-17T22:01:03Z | tensorflow-butler[bot] | Patch the downloaded flatbuffer code to make compatible with TFLM.
​ 4007730088 44915 | moved_columns_in_project | 2020-11-17T22:01:03Z | njeffrie | Patch the downloaded flatbuffer code to make compatible with TFLM.
​ 4007713522 44814 | labeled | 2020-11-17T21:56:08Z | ymodak | what is the difference between tf.nn.fixed_unigram_candidate_sampler and  tf.random.log_uniform_candidate_sampler
​ 4007709018 44958 | labeled | 2020-11-17T21:54:48Z | google-cla[bot] | [INTEL MKL] Added cpu docker file with python36.
​ 4007708644 44958 | labeled | 2020-11-17T21:54:40Z | tensorflow-butler[bot] | [INTEL MKL] Added cpu docker file with python36.
​ 4007691976 37485 | subscribed | 2020-11-17T21:49:34Z | fionapatriciamoss | AssertionError on using model.fit() in tf.distribute.MirroredStrategy
​ 4007691969 37485 | mentioned | 2020-11-17T21:49:34Z | fionapatriciamoss | AssertionError on using model.fit() in tf.distribute.MirroredStrategy
​ 4007691962 37485 | subscribed | 2020-11-17T21:49:34Z | ErvisTusha | AssertionError on using model.fit() in tf.distribute.MirroredStrategy
​ 4007691958 37485 | mentioned | 2020-11-17T21:49:34Z | ErvisTusha | AssertionError on using model.fit() in tf.distribute.MirroredStrategy
​ 4007674795 44814 | labeled | 2020-11-17T21:44:35Z | ymodak | what is the difference between tf.nn.fixed_unigram_candidate_sampler and  tf.random.log_uniform_candidate_sampler
 4007674361 44814 | unlabeled | 2020-11-17T21:44:27Z | ymodak | what is the difference between tf.nn.fixed_unigram_candidate_sampler and  tf.random.log_uniform_candidate_sampler
 4007661553 42134 | unlabeled | 2020-11-17T21:40:38Z | tensorflow-butler[bot] | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
 4007631032 44922 | unlabeled | 2020-11-17T21:31:33Z | kokoro-team | [CherryPick:2.4]Do not use fused batch norm in the 5D case.
 4007628109 44922 | labeled | 2020-11-17T21:30:41Z | goldiegadde | [CherryPick:2.4]Do not use fused batch norm in the 5D case.
 4007626767 44956 | closed | 2020-11-17T21:30:21Z | goldiegadde | [Cherrypick:r2.4]Disables //tensorflow/python/kernel_tests/boosted_trees:[training_ops_test,prediction_ops_test,resource_ops_test] on Mac OS because of segfaults
 4007626763 44956 | merged | 2020-11-17T21:30:20Z | goldiegadde | [Cherrypick:r2.4]Disables //tensorflow/python/kernel_tests/boosted_trees:[training_ops_test,prediction_ops_test,resource_ops_test] on Mac OS because of segfaults
 4007626759 44956 | referenced | 2020-11-17T21:30:20Z | goldiegadde | [Cherrypick:r2.4]Disables //tensorflow/python/kernel_tests/boosted_trees:[training_ops_test,prediction_ops_test,resource_ops_test] on Mac OS because of segfaults
 4007620761 44346 | labeled | 2020-11-17T21:28:39Z | advaitjain | Problems generating the Hello-World-Project von ESP32
 4007620739 42347 | labeled | 2020-11-17T21:28:39Z | advaitjain | Deploy micro_speech to ESP32 using ESP IDF
 4007620706 42259 | labeled | 2020-11-17T21:28:39Z | advaitjain | Helloworld example on esp32 not working
 4007620683 42170 | labeled | 2020-11-17T21:28:38Z | advaitjain | Error when trying to run MobileNetV2 on esp32 (abort)
 4007620652 41931 | labeled | 2020-11-17T21:28:38Z | advaitjain | Error with TFlite hello world example on ESP-EYE
 4007620640 41182 | labeled | 2020-11-17T21:28:37Z | advaitjain | Bad input tensor parameters in model
 4007620630 40956 | labeled | 2020-11-17T21:28:37Z | advaitjain | ESP32 doenst run correct anymore - Person Detection with Esp32 Camera
 4007620622 38681 | labeled | 2020-11-17T21:28:37Z | advaitjain | Can I use other Microcontrollers other than which are specified by tensorflow?
 4007620586 37732 | labeled | 2020-11-17T21:28:36Z | advaitjain | TFLite Micro Speech not detecting audio on ESP-EYE
 4007620574 37601 | labeled | 2020-11-17T21:28:36Z | advaitjain | TF Lite ESP32 make License issue
